Thành_Phố,Thành_Phố_Encoded,Quận_Huyện,Quận_Huyện_Encoded,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,1.2,0.7884573603642702,16.0,2.833213344056216,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.0,1.0986122886681098,40.0,3.713572066704308,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,22.0,3.1354942159291497,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,0.9,0.6418538861723948,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,30.0,3.4339872044851463,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,1.0,0.6931471805599453,18.0,2.9444389791664403,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.0,1.0986122886681098,40.0,3.713572066704308,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.0,0.6931471805599453,20.0,3.044522437723423,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.0,1.3862943611198906,30.0,3.4339872044851463,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.2,1.1631508098056809,19.0,2.995732273553991,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.4,0.8754687373538999,20.0,3.044522437723423,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.6,0.9555114450274363,24.0,3.2188758248682006,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.0,0.6931471805599453,16.0,2.833213344056216,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,12.0,2.5649493574615367,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.2,0.7884573603642702,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.5,1.5040773967762742,30.0,3.4339872044851463,1,1,0,1,1,1,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.3,0.832909122935104,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.0,1.0986122886681098,15.0,2.772588722239781,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.8,1.0296194171811581,18.0,2.9444389791664403,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.7,0.9932517730102833,16.0,2.833213344056216,1,1,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.0,1.0986122886681098,20.0,3.044522437723423,0,1,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.8,1.0296194171811581,36.0,3.6109179126442243,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.7,0.9932517730102833,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.2,1.1631508098056809,15.0,2.772588722239781,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.6,0.9555114450274363,15.0,2.772588722239781,1,1,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,1
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.5,1.252762968495368,35.0,3.58351893845611,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.2,0.7884573603642702,24.0,3.2188758248682006,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.45,0.8960880245566356,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,1,0,1,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.5,0.9162907318741551,20.0,3.044522437723423,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,1
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.9,1.0647107369924282,20.0,3.044522437723423,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.3,1.1939224684724346,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,16.0,2.833213344056216,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.0,0.6931471805599453,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.8,1.0296194171811581,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,25.0,3.258096538021482,1,0,0,0,1,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.2,1.1631508098056809,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.0,0.6931471805599453,13.0,2.6390573296152584,0,1,0,1,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.0,1.3862943611198906,30.0,3.4339872044851463,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.5,0.9162907318741551,16.0,2.833213344056216,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.0,1.0986122886681098,20.0,3.044522437723423,1,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.0,0.6931471805599453,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.5,1.252762968495368,35.0,3.58351893845611,1,1,1,1,0,1,0,1,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,3.0,1.3862943611198906,30.0,3.4339872044851463,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.8,1.0296194171811581,35.0,3.58351893845611,0,0,0,0,0,0,1,0,0,1
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.2,0.7884573603642702,25.0,3.258096538021482,0,0,0,0,0,0,0,0,1,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,18.0,2.9444389791664403,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.8,1.0296194171811581,35.0,3.58351893845611,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.9,1.0647107369924282,35.0,3.58351893845611,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,40.0,3.713572066704308,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.5,0.9162907318741551,20.0,3.044522437723423,0,1,0,0,0,0,0,0,1,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.2,0.7884573603642702,15.0,2.772588722239781,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,4.5,1.7047480922384253,45.0,3.828641396489095,1,1,0,1,1,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,4.5,1.7047480922384253,45.0,3.828641396489095,1,0,1,0,1,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.7,0.9932517730102833,15.0,2.772588722239781,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.2,0.7884573603642702,20.0,3.044522437723423,0,1,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,3.5,1.5040773967762742,25.0,3.258096538021482,1,1,0,1,1,1,1,1,0,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.0,1.0986122886681098,40.0,3.713572066704308,0,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.6,0.9555114450274363,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.4,1.2237754316221157,24.0,3.2188758248682006,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,3.1,1.410986973710262,30.0,3.4339872044851463,1,1,1,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.7,1.308332819650179,25.0,3.258096538021482,1,1,1,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.5,1.252762968495368,22.0,3.1354942159291497,0,0,0,1,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.5,0.9162907318741551,12.0,2.5649493574615367,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,18.0,2.9444389791664403,1,1,0,1,1,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.2,1.1631508098056809,20.0,3.044522437723423,1,1,0,1,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,4.5,1.7047480922384253,30.0,3.4339872044851463,1,0,1,1,1,1,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.4,1.2237754316221157,24.0,3.2188758248682006,1,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,25.0,3.258096538021482,1,1,0,1,0,1,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,32.0,3.4965075614664802,0,0,0,0,1,1,0,1,1,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,0.99,0.688134638736401,30.0,3.4339872044851463,1,0,0,1,1,1,0,0,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,35.0,3.58351893845611,1,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.3,0.832909122935104,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.7,0.9932517730102833,18.0,2.9444389791664403,1,1,0,0,1,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,30.0,3.4339872044851463,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.5,1.252762968495368,30.0,3.4339872044851463,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,0,1,0,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,1
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.1,0.7419373447293773,22.0,3.1354942159291497,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.0,1.3862943611198906,30.0,3.4339872044851463,1,1,0,1,1,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.2,1.1631508098056809,25.0,3.258096538021482,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.0,0.6931471805599453,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,1,0,1,0,1,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.9,1.0647107369924282,15.0,2.772588722239781,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.2,0.7884573603642702,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.7,0.9932517730102833,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.0,1.3862943611198906,20.0,3.044522437723423,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.6,0.9555114450274363,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.8,1.0296194171811581,23.0,3.1780538303479458,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.8,1.0296194171811581,16.0,2.833213344056216,0,1,1,0,1,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,1
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.2,0.7884573603642702,13.0,2.6390573296152584,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.2,0.7884573603642702,18.0,2.9444389791664403,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,1.0,0.6931471805599453,25.0,3.258096538021482,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.0,1.0986122886681098,30.0,3.4339872044851463,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,1,1,0,1,0,0,1,1,0,1
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.0,1.0986122886681098,30.0,3.4339872044851463,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.0,1.0986122886681098,18.5,2.970414465569701,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.2,0.7884573603642702,9.0,2.302585092994046,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.5,1.252762968495368,20.0,3.044522437723423,1,0,1,1,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.4,1.2237754316221157,15.0,2.772588722239781,1,1,0,0,0,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,30.0,3.4339872044851463,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.2,1.1631508098056809,25.0,3.258096538021482,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.0,0.6931471805599453,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.5,1.252762968495368,30.0,3.4339872044851463,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.2,1.1631508098056809,25.0,3.258096538021482,1,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.0,0.6931471805599453,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,22.0,3.1354942159291497,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.5,1.252762968495368,20.0,3.044522437723423,1,0,0,1,1,0,0,1,1,1
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,1.5,0.9162907318741551,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,3.5,1.5040773967762742,45.0,3.828641396489095,1,0,0,0,0,1,0,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.2,1.1631508098056809,30.0,3.4339872044851463,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.0,1.0986122886681098,32.0,3.4965075614664802,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,0.7,0.5306282510621704,10.0,2.3978952727983707,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,1.0,0.6931471805599453,12.0,2.5649493574615367,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,2.5,1.252762968495368,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.0,0.6931471805599453,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.5,0.9162907318741551,18.0,2.9444389791664403,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.1852913012729847,Cẩm Lệ,2.1976377952755906,2.3,1.1939224684724346,20.0,3.044522437723423,1,1,0,0,1,0,1,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.0,0.6931471805599453,12.0,2.5649493574615367,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.4,0.8754687373538999,30.0,3.4339872044851463,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,3.0,1.3862943611198906,30.0,3.4339872044851463,1,1,0,1,1,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,2.8,1.33500106673234,24.0,3.2188758248682006,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.2,0.7884573603642702,25.0,3.258096538021482,1,1,0,0,1,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,1.2,0.7884573603642702,25.0,3.258096538021482,1,1,0,0,1,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.3,0.832909122935104,40.0,3.713572066704308,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Ngũ Hành Sơn,2.381294117647059,3.5,1.5040773967762742,30.0,3.4339872044851463,0,1,0,1,1,1,0,0,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.1852913012729847,Thanh Khê,2.0542857142857143,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.1852913012729847,Sơn Trà,2.4665333333333335,2.0,1.0986122886681098,27.0,3.332204510175204,1,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.1852913012729847,Liên Chiểu,1.8261194029850745,1.7,0.9932517730102833,20.0,3.044522437723423,1,0,0,0,0,0,0,0,0,1
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,3.0,1.3862943611198906,20.0,3.044522437723423,1,0,0,1,0,0,1,1,1,0
Đà Nẵng,2.1852913012729847,Hải Châu,2.3276889830508476,1.1,0.7419373447293773,13.0,2.6390573296152584,0,0,0,0,0,0,0,0,0,1
